author,gender
"Wheeler, A. C. (Andrew Carpenter), 1835-1903",X
"Machen, Arthur, 1863-1947",X
"Yates, Dornford, 1885-1960",X
"Seton, Ernest Thompson, 1860-1946 [Contributor]",X
"Chamberlain, George Agnew, 1879-1966",X
"Sauzade, John S., 1828-",X
"Mundy, Talbot, 1879-1940",X
"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]",X
"Morris, Clara, 1848-1925",X
"Spalding, Phebe Estelle, 1859-1937",X
"Quiller-Couch, Mabel, 1865-1924",X
"McConn, Max, 1881-",X
"Leonowens, Anna Harriette, 1831-1915",X
"Fessenden, Laura Dayton",X
"Watts, Mary S. (Mary Stanbery), 1868-1958",X
"Levett Yeats, S. (Sidney)",X
Various,X
"Brudno, Ezra S., 1877-1936",X
"Drussai, Garen, 1916-2009",X
"Bryusov, Valery Yakovlevich, 1873-1924",X
"Leskov, N. S. (Nikolai Semenovich), 1831-1895",X
"Matthews, Brander, 1852-1929 [Commentator]",X
"Victor, Metta Victoria Fuller, 1831-1885",X
"Jósika, Miklós, báró, 1796?-1865",X
"Savage, Arthur Dekker",X
"Walter, William W., 1869-",X
"Irvine, Alexander, 1863-1941",X
"Trent, Hilary",X
"Penny, F. E. (Fanny Emily), -1939",X
"Pennell, Elizabeth Robins, 1855-1936 [Author of introduction, etc.]",X
"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",X
"Gálvez, Manuel, 1882-1962",X
"Leonard, Mary Finley, 1862-1948",X
"Tenneshaw, S. M.",X
"Jones, Neil R., 1909-1988",X
"Lincoln, Joseph Crosby, 1870-1944",X
"Brennan, Richard, 1833?-1893 [Author of introduction, etc.]",X
"Lardner, Ring, 1885-1933 [Adapter]",X
"Yolland, Arthur B. (Arthur Battishill), 1874- [Translator]",X
"Lindsey, William, 1858-1922",X
"Austin, F. Britten (Frederick Britten), 1885-1941",X
"Derleth, August, 1909-1971",X
"Dana, John Cotton, 1856-1929 [Editor]",X
"Sturt, George, 1863-1927",X
"Woodward, P. H. (Patrick Henry), 1833-1917 [Contributor]",X
"Lang, Andrew, 1844-1912 [Editor]",X
"De la Mare, Walter, 1873-1956 [Adapter]",X
"Field, Eugene, 1850-1895",X
"Prouty, Olive Higgins, 1882-1974",X
"Aicard, Jean, 1848-1921",X
"Adams, Frederick Upham, 1859-1921",X
"St. Aubyn, Alan",X
"Woodbury, Lucia Prudence Hall, 1848-",X
"Fisher, Dorothy Canfield, 1879-1958 [Contributor]",X
"Marriage, Ellen, 1865-1946 [Translator]",X
"Pool, Maria Louise, 1841-1898",X
"Bacon, Mary Applewhite [Contributor]",X
"Drezmal, Max A. (Max Anthony), 1867- [Translator]",X
"Barrett, James Francis, 1888-1934",X
"Gosse, Edmund, 1849-1928 [Editor]",X
"Kreymborg, Alfred, 1883-1966",X
"Murray, John",X
"Fisher, Dorothy Canfield, 1879-1958",X
"Chekhov, Anton Pavlovich, 1860-1904",X
"Werner, E., 1838-1918",X
"Robinson, Fayette, -1859 [Translator]",X
"Hanshew, Thomas W., 1857-1914",X
"Alger, Abby Langdon, 1850-1917 [Translator]",X
"Willis, Nathaniel Parker, 1806-1867",X
"Jacobs, Sylvia",X
"Fisher, Sophie",X
"Gréville, Henry, 1842-1902",X
"Campbell, Adelaide M. G.",X
"St. Clair, Margaret, 1911-1995",X
"Stuart, William W.",X
"Craig, B. F. (Benjamin Franklin), 1814-",X
"Oliphant, Mrs. (Margaret), 1828-1897",X
"Reed, Helen Leah, 1860?-1926",X
"Chester, George Randolph, 1869-1924",X
"Tait, James Selwin, 1846-1917",X
"Clark, Charles Heber, 1841-1915",X
"Landon, Herman, 1882-1960",X
"Hetschel, Dick",X
"Maturin, Charles Robert, 1780-1824",X
"Cullen, Clarence Louis, -1922",X
"Miln, Louise Jordan, 1864-1933",X
"Grossmith, Weedon, 1852-1919",X
"Dorman, Sonya, 1924-2005",X
"Hearn, Lafcadio, 1850-1904",X
"Fitch, Clyde, 1865-1909",X
"Barry, John Arthur, 1851-1911",X
"Bixby, Jerome, 1923-1998",X
"Raabe, Wilhelm, 1831-1910",X
"Kettlewell, W. W. [Translator]",X
"Heimburg, W., 1850-1912",X
"Ridding, C. M. (Caroline Mary), 1862-1941 [Translator]",X
"Edginton, May, 1883-1957",X
"Binion, Samuel Augustus, 1853-1914 [Translator]",X
"Worthington, D.",X
"Novalis, 1772-1801",X
"Prichard, Katharine Susannah, 1884-1969",X
"Wyllie, David (Translator) [Translator]",X
"Cahan, Abraham, 1860-1951",X
"Holum, Lee B., 1931-2019",X
"Clarke, Marcus Andrew Hislop, 1846-1881",X
"Merwin, Samuel, 1874-1936 [Contributor]",X
"Inman, Henry, 1837-1899",X
"Crockett, S. R. (Samuel Rutherford), 1860-1914",X
"Galba, Martí Joan de, -1490",X
"Pater, Walter, 1839-1894",X
"Wilson, Mary [Translator]",X
"Johnston, William, 1871-1929",X
"MacGregor, Mary Esther Miller, 1876-1961",X
"Chisholm, A. M. (Arthur Murray), 1872-1960",X
"Albuquerque, Medeiros e, 1867-1934",X
"Brochner, Jessie [Translator]",X
"Gibson, Joe",X
"Jacobi, Carl, 1908-1997",X
"Johnston, Mary, 1870-1936",X
"Berry, R. L. (Robert Lee), 1874-1952",X
"Archer, Charles, 1861-1941 [Translator]",X
"Emerson, E. C., Miss [Translator]",X
"Williams, Max",X
"Crowninshield, Schuyler, Mrs., -1913",X
"King, Maude Egerton, 1867-1927 [Contributor]",X
"Bazin, René, 1853-1932",X
"Yerxa, Leroy, 1915-1946",X
"White, William Allen, 1868-1944",X
"Buchanan, Robert Williams, 1841-1901",X
"Mühlbach, L. (Luise), 1814-1873",X
"Ollivant, Alfred, 1874-1927",X
"Leslie, Lawrence J.",X
"Bellamy, Edward, 1850-1898",X
"Bagnold, Enid, 1889-1981",X
"Colonna, Francesco, -1527",X
"Grossmith, George, 1847-1912",X
"Reid, Mayne, 1818-1883",X
"Ross, Albert, 1851-1916",X
"Moody, Dwight Lyman, 1837-1899",X
"Jakes, John, 1932-",X
"Jones, Charlotte Rosalys",X
"Wells, H. G. (Herbert George), 1866-1946 [Author of introduction, etc.]",X
"Maher, Richard Aumerle, 1880-1959",X
"Weston, George, 1880-1965",X
"Magee, Knox",X
"Smith, April",X
"Curtis, Charles A. (Charles Albert), 1835-1907",X
"Deledda, Grazia, 1871-1936",X
"Havell, H. L. (Herbert Lord), -1913 [Adapter]",X
"Roberts, Charles G. D., Sir, 1860-1943 [Translator]",X
"O'Keefe, John",X
"Lewis, Jack",X
"Gunter, Archibald Clavering, 1847-1907",X
"Bangs, John Kendrick, 1862-1922",X
"Dunn, Byron A. (Byron Archibald), 1842-1926",X
"Stone, A.",X
"Delano, Aline, 1845- [Translator]",X
"Belisle, D. W. (David W.)",X
"Watson, William Davy, 1811-1888",X
"Birmingham, George A., 1865-1950",X
"Gibbs, Philip, 1877-1962",X
"Gregory, Owen",X
"Freeth, Lizzie A.",X
"Hall, S. Elizabeth",X
"West, Rebecca, 1892-1983",X
"Babcock, Retta",X
"Adams, H. A., Mrs.",X
"White, Grace Miller, 1868-1957",X
"Haggert, W. T.",X
"Stowe, Harriet Beecher, 1811-1896",X
"Robinson, Rowland Evans, 1833-1900",X
"Davies, Linton",X
"Holden, Fox B., 1923-",X
"Field, Claud, 1863-1941 [Translator]",X
"Herr, Charlotte B. (Charlotte Bronte), 1875-1963",X
"Stribling, T. S. (Thomas Sigismund), 1881-1965",X
"Rich, Louis [Translator]",X
"Quiller-Couch, Arthur, 1863-1944 [Contributor]",X
"Capes, Bernard Edward Joseph, 1854-1918",X
"Cyrano de Bergerac, 1619-1655",X
"Cotter, Joseph S. (Joseph Seamon), 1861-1949",X
"Howard, John [Translator]",X
"Ritchie, Robert Welles, 1879-1942",X
"Coffin, Charles Carleton, 1823-1896",X
"Smith, F. Berkeley (Frank Berkeley), 1869-1931",X
"Blavatsky, H. P. (Helena Petrovna), 1831-1891 [Translator]",X
"McElroy, John, 1846-1929",X
"Price, Eleanor C. (Eleanor Catherine)",X
"Butterworth, Hezekiah, 1839-1905",X
"Pennell, Joseph, 1857-1926 [Commentator]",X
"Safford, Mary J. [Translator]",X
"Ferrier, Susan, 1782-1854",X
"Pratt, Fletcher, 1897-1956",X
"Beale, Charles Willing, 1845-1932",X
"MacLean, Katherine, 1925-",X
"Fielding, Jane",X
"Pace, Tom, 1929-2008",X
"Castier, Jules, 1888-1957 [Translator]",X
"Martyn, Wyndham, 1875-",X
"Belasco, David, 1853-1931",X
"Brainerd, Eleanor Hoyt, 1868-1942",X
"Dorsey, Anna Hanson, 1815-1896",X
"Quinn, Seabury, 1889-1969",X
"Hedge, Mary Ann",X
"Sohl, Jerry, 1913-2002",X
"Fontenay, Charles L., 1917-2007",X
"Faraday, L. Winifred, 1872- [Translator]",X
"Flint, Homer Eon, 1888-1924",X
"Jenkinson, Emily J., 1879-",X
"Bunin, Ivan Alekseevich, 1870-1953",X
"Buckrose, J. E., 1868-1931",X
"Blish, James, 1921-1975",X
"Tustin, Byron",X
"Godwin, Tom, 1915-1980",X
"Dingelstedt, Franz von, 1814-1881",X
"Meredith, Isabel",X
"Neville, Kris, 1925-1980",X
"Samuel, Horace Barnett, 1883-1950 [Translator]",X
"Jordan, Elizabeth Garver, 1867-1947",X
"Macaulay, Rose, 1881-1958",X
"Alexis, Willibald, 1798-1871",X
"Aimard, Gustave, 1818-1883",X
"McCutcheon, George Barr, 1866-1928",X
"MacFarlane, Charles, 1799-1858",X
"Goldsmith, Oliver, 1730?-1774",X
"Hyatt, Stanley Portal, 1877-1914",X
"Marlitt, E. (Eugenie), 1825-1887",X
"Riddell, J. H., Mrs., 1832-1906",X
"Wilson, John Mackay, 1804-1835 [Compiler]",X
"Man Ray, 1890-1976 [Editor]",X
"Townsend, George Alfred, 1841-1914",X
"Doten, Lizzie, 1827-1913",X
"Cord, Harry",X
"Hale, Edward Everett, 1822-1909",X
"Carleton, William, 1794-1869 [Contributor]",X
"Warman, Cy, 1855-1914",X
"Maurois, André, 1885-1967",X
"Hamby, William H. (William Henry), 1876-1928",X
"Delpit, Albert, 1849-1893",X
"Hazelton, Harry",X
"Hall, Angelo, 1868-1922",X
Consolation Club,X
"Mariager, Peder, 1827-1894",X
"Garvice, Charles, 1850-1920",X
"Johnson, Samuel, 1709-1784",X
"St. Johnston, Alfred, 1858?-1891",X
"Conklin, Nathaniel, Mrs., 1841-1900",X
"McIntyre, John Thomas, 1871-1951",X
"Taylor, Mary Imlay, 1878-1938",X
"Bates, Oric, 1883-1918",X
"Banim, John, 1798-1842 [Contributor]",X
"Le Gallienne, Richard, 1866-1947 [Author of introduction, etc.]",X
"Frederic, Harold, 1856-1898 [Contributor]",X
"Bolton, Richard",X
"Mitchell, S. Weir (Silas Weir), 1829-1914",X
"Garrison, Adele, 1873-1956?",X
"Robinson, Eliot H. (Eliot Harlow), 1884-",X
"Curtis, David A., 1846-1923",X
"Cummings, Lettie M.",X
"Haley, A. L.",X
"MacHarg, William, 1872-1951",X
"Daudet, Alphonse, 1840-1897",X
"Counselman, Mary Elizabeth, 1911-1995",X
"Mann, Mary E., 1848-1929",X
"Williams, Lloyd",X
"Purdon, Katherine Frances, 1852-",X
"Spielhagen, Friedrich, 1829-1911",X
"Catherwood, Mary Hartwell, 1847-1902",X
"Mair, Charles, 1838-1927 [Contributor]",X
"Oxenham, John, 1852-1941",X
"Rangelovska, Lidija [Editor]",X
"Huddleston, G. C., Mrs.",X
"Holt, Emily Sarah, 1836-1893",X
"Jones, Alice Eleanor, 1916-1981",X
"Starkweather, C. C. [Author of introduction, etc.]",X
"Prevost, Francis, 1862-1949",X
"Carryl, Guy Wetmore, 1873-1904 [Contributor]",X
"Dickey, Paul, 1885-1933",X
"Banks, Nancy Huston, 1849-1934",X
"Broome, John, 1913-1999",X
"Jeans, T. T. (Thomas Tendron)",X
"Taylor, Meadows, 1808-1876",X
"Chamberlain, Lucia",X
"Keyes, Hervey",X
"McClellan, William J.",X
"Dixon, Thomas, Jr., 1864-1946",X
"Coburn, Walt, 1889-1971",X
"Eggleston, George Cary, 1839-1911",X
"Dix, Beulah Marie, 1876-1970",X
"Brown, William Perry, 1847-1923",X
"Rihani, Ameen Fares, 1876-1940",X
"Smith, Arthur Cosslett, 1852-1926",X
"Voynich, E. L. (Ethel Lillian), 1864-1960",X
"Larssen, Otto, 1864-1910 [Contributor]",X
"Cobbe, Frances Power, 1822-1904",X
"White, Samuel Alexander, 1885-1956",X
"Rice, James, 1843-1882",X
"Trumbull, Annie Eliot, 1857-1949",X
"Thorne, Paul",X
"McHugh, Augustin, 1877-1928",X
"Williams, Valentine, 1883-1946",X
"Fritch, Charles E., 1927-2012",X
"Wright, Harold Bell, 1872-1944",X
"Johns, Cecil Starr",X
"Gayton, Bertram, 1893-1969",X
"Bryant, H. E. C. (Henry Edward Cowan), 1873-1967",X
"Smith, Harry James, 1880-1918",X
"Wayne, Charles Stokes, 1858-1920",X
"Shedenhelm, William",X
"Wolf, Emma, 1865-1932",X
"Johnson, Clark, M.D. [Unknown role]",X
"Bramah, Ernest, 1869?-1942",X
"Wingfield, Lewis, 1842-1891",X
"Janis, Elsie, 1889-1956",X
"Stendhal, 1783-1842",X
"Jameson, Malcolm, 1891-1945",X
"Eggleston, Edward, 1837-1902",X
"Foote, Mary Hallock, 1847-1938",X
"Robinson, A. Mary F. (Agnes Mary Frances), 1857-1944 [Contributor]",X
"Riley, Henry Hiram, 1813-1888",X
"Trollope, Frances Milton, 1780-1863",X
"Stanley, Henry M. (Henry Morton), 1841-1904",X
"Jordan, Charlotte Brewster [Translator]",X
"Service, Robert W. (Robert William), 1874-1958",X
"Costain, Thomas B. (Thomas Bertram), 1885-1965",X
"Jones, P.",X
"Voltaire, 1694-1778",X
"Warner, Susan, 1819-1885",X
"Hausrath, Adolf, 1837-1909",X
"Drillien, Bérengère [Translator]",X
"Townley, Houghton",X
"Harbaugh, T. C. (Thomas Chalmers), 1849-1924",X
"Long, Frank Belknap, 1903-1994",X
"Turner, William Oliver, 1914-1980",X
"Kunz, Edith F. [Translator]",X
"Brown, Alice, 1857-1948",X
"Forrester, Arthur M., 1850-1895",X
"Norris, Frank, 1870-1902",X
"Falkner, William C. (Clark), 1825-1889",X
"Firebaugh, W. C. [Translator]",X
"Teichner, Albert",X
"Pier, Garrett Chatfield, 1875-1943",X
"Rappoport, A. S. (Angelo Solomon), 1871-1950 [Author of introduction, etc.]",X
"Astor, John Jacob, 1864-1912",X
"Ferguson, W. B. M. (William Blair Morton), 1882-1967",X
"Bradley, Mary Hastings, 1882-1976",X
"Ernst, Paul, 1899-1985",X
"Jorgensen, Ivar",X
"Seltzer, Adele Szold, 1876-1940 [Translator]",X
"Sienkiewicz, Henryk, 1846-1916",X
"Belloc, Hilaire, 1870-1953",X
"James, G. P. R. (George Payne Rainsford), 1801?-1860",X
"Cromie, Robert, 1856-1907",X
"Litchfield, Grace Denio, 1849-1944",X
"Oliphant, Laurence, 1829-1888 [Contributor]",X
"Colton, Arthur, 1868-1943",X
"Stevens, C. M. (Charles McClellan), 1861-",X
"Fitzgerald, Robert",X
"Gilman, Charlotte Perkins, 1860-1935",X
"Goodwin, Maud Wilder, 1856-1935",X
"Banta, Frank",X
"Barry, John D. (John Daniel), 1866-1942",X
"Holmes, Thomas K.",X
"Bardwell, Harrison, 1881-",X
"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",X
"Guin, Wyman, 1915-1989",X
"Breuer, Miles J. (Miles John), 1889-1945",X
"Wells, David Dwight, 1868-1900",X
"Lockhart, J. G. (John Gibson), 1794-1854",X
"Brissenden, R. F. [Editor]",X
"Harraden, Beatrice, 1864-1936",X
"Bacon, Frank, 1864-1922",X
"Kennedy, John Pendleton, 1795-1870",X
"Vigny, Alfred de, 1797-1863",X
"Major, R. W.",X
"Johnson, James Weldon, 1871-1938",X
"Aldrich, Thomas Bailey, 1836-1907",X
"Lang, Varley",X
"Hull, E. M. (Edith Maude), 1880-1947",X
"Sheldon, Lurana, 1862-1945",X
"Brittain, William J.",X
"Vaizey, George de Horne, Mrs., 1857-1917",X
"Griffith, Ann Warren",X
"MacGrath, Harold, 1871-1932",X
"Venable, Bill",X
"Thayer, William Roscoe, 1859-1923 [Commentator]",X
"Wallace, F. L. (Floyd L.), 1915-2004",X
"Heyse, Paul, 1830-1914",X
"Strickland, Agnes, 1796-1874",X
"Dalton, Moray",X
"Brand, Max, 1892-1944",X
"Howard, Robert E. (Robert Ervin), 1906-1936",X
"Marshall, Edward, 1870-1933",X
"Loudon, Mrs. (Margracia)",X
"Derbyshire, Charles E. [Translator]",X
"Hill, Isabel, 1800-1842 [Translator]",X
"Croker, B. M. (Bithia Mary), 1849?-1920",X
"Baum, L. Frank (Lyman Frank), 1856-1919",X
"Heady, Morrison, 1829-1915",X
"Flynn, William J. (William James), 1867-",X
"Eldridge, Edward",X
"Poe, Edgar Allan, 1809-1849 [Contributor]",X
"Bagot, Richard, 1860-1921",X
"Cocke, Sarah Johnson",X
"Cram, Ralph Adams, 1863-1942",X
"Dale, Horace C.",X
"Sharp, William, 1855-1905",X
"Quigley, Hugh, 1819-1883",X
"Sholto, Ralph",X
"Martineau, Harriet, 1802-1876",X
"Wilson, Jean Bingham",X
"Shorter, Dora Sigerson, 1866-1918",X
"Tieck, Ludwig, 1773-1853",X
"Eccles, Charlotte O'Conor, 1863-1911",X
"Kella, Lu",X
"Castle, Egerton, 1858-1920",X
"Payson, William Farquhar, 1876-1939",X
"Habberton, John, 1842-1921",X
"Cull, John Augustine",X
"Cullum, Ridgwell, 1867-1943",X
"Tolstoy, Leo, graf, 1828-1910",X
"Wilson, A. J. (Alexander Johnstone), 1841-1921",X
"Wylde, Katharine, 1854- [Translator]",X
"Tinker, Joseph",X
"McFee, William, 1881-1966",X
"Pinchard, Elizabeth Sibthorpe",X
"Chase, Josephine, -1931",X
"Manning, Laurence, 1899-1972",X
"Aldington, Richard, 1892-1962 [Translator]",X
"Toohey, John Peter, 1880-1946",X
"Machar, Agnes Maule, 1837-1927",X
"Caine, Hall, Sir, 1853-1931",X
"Du Bois, W. E. B. (William Edward Burghardt), 1868-1963",X
"Craig, Mary A. [Translator]",X
"Tucker, Benjamin Ricketson, 1854-1939 [Translator]",X
"Knight, Damon, 1922-2002",X
"Eaton, Walter Prichard, 1878-1957",X
"Davis, Charles H.",X
"Phalen, Peter [Translator]",X
"Carrington, Hereward, 1880-1959 [Contributor]",X
"Kenney, Neil J.",X
"A. L. O. E., 1821-1893",X
"Miller, Walter M., 1923-1996",X
"Higginson, Thomas Wentworth, 1823-1911",X
"More, Hannah, 1745-1833",X
"Robertson, Morgan, 1861-1915 [Contributor]",X
"Verrall, A. W. (Arthur Woollgar), 1851-1912 [Translator]",X
"Roberts, Morley, 1857-1942 [Contributor]",X
"Congdon, Louise Buffum [Editor]",X
"Wyss, Johann Rudolf, 1782-1830 [Dubious author]",X
"Watson, H. B. Marriott (Henry Brereton Marriott), 1863-1921",X
"Lytton, Edward Robert Bulwer Lytton, Earl of, 1831-1891 [Editor]",X
"Bourget, Paul, 1852-1935 [Author of introduction, etc.]",X
"Glasser, Allen, 1908-1971",X
"Quattrocchi, Frank",X
"Roussel, John",X
"Lowe, Mary P.",X
"Howard, Allan, 1913-1988",X
"Murry, John Middleton, 1889-1957 [Translator]",X
"Mickiewicz, Adam, 1798-1855",X
"Ironside, John",X
"Van Dyke, Henry, 1852-1933",X
"Bates, Harry, 1900-1981",X
"Miller, Joaquin, 1837-1913 [Contributor]",X
"Scrymsour, Ella M., 1888-",X
"Wollheim, Donald A., 1914-1990",X
"Shute, Henry A. (Henry Augustus), 1856-1943",X
"Stecher, L. J., Jr., 1918-1988",X
"Crozier, R. H. (Robert Hoskins), 1836-1913",X
"Carmichael, Elizabeth [Translator]",X
"Skinner, Constance Lindsay, 1882-1939",X
"Kipling, Rudyard, 1865-1936",X
"Tottenham, G. L. (George Loftus) [Translator]",X
"Millet, Francis Davis, 1846-1912 [Translator]",X
"Reuter, Fritz, 1810-1874",X
"Flower, Elliott, 1863-1920",X
"Knapp, Adeline, 1860-1909",X
"Means, E. K. (Eldred Kurtz), 1878-1957",X
"O'Rell, Max, 1848-1903",X
"De La Pasture, Henry, Mrs., 1866-1945",X
"Reynolds, George W. M. (George William MacArthur), 1814-1879",X
"Ashton, Warren T., 1822-1897",X
"Toombs, Frederick R., 1879-",X
"McIntosh, Harlan Cozad, 1908-1940",X
"Hurst, Fannie, 1889-1968 [Contributor]",X
"Williams, Ralph, 1914-1959",X
"Leslie, Eliza, 1787-1858",X
"Pérez Galdós, Benito, 1843-1920",X
"MacFall, Haldane, 1860-1928",X
"Leamy, Edmund, 1848-1904",X
"Green, Thomas Hill, 1836-1882",X
"Raahauge, H. [Translator]",X
"Mackie, Pauline Bradford, 1873-1956",X
"Dunning, Hal, 1880-1931",X
"Smith, Alice Prescott",X
"Gallun, Raymond Z., 1911-1994",X
"Fielding, Jane [Editor]",X
"Baines, W. P. (William Peter), 1878- [Translator]",X
"Gregory, Jackson, 1882-1943",X
"Gautier, Judith, 1845-1917",X
"Öhrwall, Sophie [Translator]",X
"Jones, J. B. (John Beauchamp), 1810-1866",X
"Björkman, Edwin, 1866-1951 [Author of introduction, etc.]",X
"Prichard, K. (Kate)",X
"Smith, Elliott, 1868-",X
"Lewis, Edwin Herbert, 1866-1938",X
"Sawyer, Ruth, 1880-1970",X
"Bird, Frederic Mayer, 1838-1908",X
"Crawford, F. Marion (Francis Marion), 1854-1909",X
"Forman, Justus Miles, 1875-1915",X
"Hilliard, A. R. (Alec Rowley), 1908-1951",X
"Brown, Katharine Holland, -1931",X
"Hyne, Charles John Cutcliffe Wright, 1866-1944",X
"Newberry, Perry, 1870-1938",X
"Phillips, Alexander M. (Alexander Moore), 1907-1991",X
"Carter, Charles Franklin, 1890-1957",X
"Cameron, H. Lovett, Mrs.",X
"Macfarlane, Wallace, 1918-1999",X
"Clifton, Mark, 1906-1963",X
"Keeling, Anne E.",X
"Bryden, H. A. (Henry Anderson), 1854-1937",X
"Dreiser, Theodore, 1871-1945",X
"Wilcox, Ella Wheeler, 1850-1919",X
"Marshall, Edison, 1894-1967",X
"Lawless, Emily, 1845-1913",X
"Burrell, David James, 1844-1926",X
"Hall, Eliza Calvert, 1856-1935",X
"Curtis, Robert",X
"Bower, B. M., 1871-1940",X
"Ellis, Havelock, 1859-1939 [Translator]",X
"Graves, Ralph, 1900-1977 [Other]",X
"Venable, Lyn",X
"Hamilton, Edmond, 1904-1977",X
"Wilson, Theodore P.",X
"MacGill, Patrick, 1890-1963",X
"Trotter, Catharine, 1679-1749",X
"Saintsbury, George, 1845-1933 [Author of introduction, etc.]",X
"Burgess, Gelett, 1866-1951",X
"Vide, V. V.",X
"Winslow, Helen M. (Helen Maria), 1851-1938",X
"Parker, Lester Shepard, 1860-1925",X
"Reynolds, Baillie, Mrs.",X
"Hinckley, Lyman D.",X
"Castle, Egerton, 1858-1920 [Contributor]",X
"Ellis, James Tandy, 1868-1942",X
"Mayhew, Henry, 1812-1887",X
"Dillingham, Emma Louise Smith, 1844-1920",X
"Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome), 1880-1934",X
"Lodge, Thomas, 1558?-1625",X
"Poynter, E. Frances (Eleanor Frances)",X
"Hanna, Abigail Stanley",X
"Streuvels, Stijn, 1871-1969",X
"Shallit, Joseph, 1915-1995",X
"Parker, Watson, 1924-2013",X
"Comfort, Will Levington, 1878-1932",X
"Caird, Mona, 1854-1932",X
"Lane, Margaret Stuart",X
"Stamers, James",X
"Lang, Jean, 1867-1932",X
"Perkins, Lucy Fitch, 1865-1937",X
"Prestage, Edgar, 1869-1951 [Translator]",X
"Hall, S. C., Mrs., 1800-1881",X
"Fuller, Henry Blake, 1857-1929",X
"Mullins, Isla May, 1859-1936",X
"Simmons, Henry T.",X
"Atkinson, Eleanor, 1863-1942",X
"Kelly, T. Howard (Thomas Howard), 1895-1967",X
"Punshon, E. R. (Ernest Robertson), 1872-1956",X
"Tuttle, W. C. (Wilbur C.), 1883-1969",X
"Browne, Porter Emerson, 1879-1934",X
"Perelaer, M. T. H. (Michael Theophile Hubert), 1831-1901",X
"Chalmers, Margaret Piper, 1880-",X
"Morrow, W. C., 1854-1923",X
"West, Wallace, 1900-1980",X
"Spears, Raymond S. (Raymond Smiley), 1876-1950",X
"Goncourt, Edmond de, 1822-1896",X
"Wedlake, C. J.",X
"Andrews, Mary Raymond Shipman, 1860-1936",X
"Stoddard, William O., 1835-1925",X
"Connor, Ralph, 1860-1937",X
"Knipe, Alden Arthur, 1870-1950",X
"Burt, Katharine Newlin, 1882-1977",X
"Jarvis, E. K.",X
"Cummings, E. E. (Edward Estlin), 1894-1962",X
"Lamartine, Alphonse de, 1790-1869",X
"Hunter, Evan, 1926-2005",X
"Trueba, Antonio de, 1819-1889",X
"Seeley, Charles Sumner, 1844-",X
"Page, Lucie (Lucie Elizabeth) [Translator]",X
"Walser, Robert, 1878-1956",X
"Wheelwright, John T. (John Tyler), 1856-1925",X
"Baskerville, Beatrice C., 1878-1955",X
"Currie, Barton Wood, 1877-1962",X
"Webster, Albert",X
"Walsh, J. M. (James Morgan), 1897-1952",X
"Webster, Henry Kitchell, 1875-1932 [Contributor]",X
"Johnston, Annie F. (Annie Fellows), 1863-1931",X
"Blades, Leslie Burton",X
"Birrell, Augustine, 1850-1933 [Commentator]",X
"Johnson, A. E. (Amelia E.), 1859-",X
"Addison, Alvin",X
"Holland, W. Bob (West Bob), 1868-1932 [Editor]",X
"Le Poer, John Patrick",X
"Barr, Amelia E., 1831-1919",X
"Walton, Harry",X
"Steele, Jack",X
"Lover, Samuel, 1797-1868 [Contributor]",X
"Cooper, Elizabeth, 1877-1945",X
"Chaplin, Heman White, 1847-1924",X
"Morgan, Charles, 1894-1958",X
"Bell, Florence Eveleen Eleanore Olliffe, Lady, 1851-1930",X
"Hildibrand, Henri Théophile, 1824-1897 [Engraver]",X
"Augusta, Clara, 1839-1905",X
"Holcomb, Florence [Translator]",X
"Richmond, Walt, 1922-1977",X
"Hamilton, Levi Jackson",X
"Reed, Earl H. (Earl Howell), 1863-1931",X
"Eldridge, George Dyre, 1848-1928",X
"Post, Waldron Kintzing, 1868-1955",X
"Hull, Helen R. (Helen Rose), 1888-1971",X
"Stockley, Cynthia, 1883-1936",X
"Prichard, J. V. [Translator]",X
"Wrenn, Charles L. (Charles Lewis), 1880-1952",X
"Myers, Anna Balmer",X
"Vachell, Horace Annesley, 1861-1955",X
"Yates, Edmund, 1831-1894",X
"Robert-Houdin, Jean-Eugène, 1805-1871 [Contributor]",X
"Huneker, James, 1857-1921",X
"Miller, Marion Mills, 1864-1949",X
"Wallis, Keene [Translator]",X
"Blanchard, Amy Ella, 1856-1926",X
"Maupassant, Guy de, 1850-1893",X
"Ogden, George W. (George Washington), 1871-1966",X
"Twain, Mark, 1835-1910 [Contributor]",X
"Sewell, Elizabeth Missing, 1815-1906",X
"Waring, James [Translator]",X
"Herbert, Frank, 1920-1986",X
"Howe, E. W. (Edgar Watson), 1853-1937",X
"Franklyn, Irwin R.",X
"Hanshew, Mary E.",X
"Devereux, Mary, -1914",X
"Vesey, A. H. (Arthur Henry)",X
"Wolf, Mari, 1927-",X
"Anstey, F., 1856-1934 [Contributor]",X
"Lawson, Alfred W. (Alfred William), 1869-1954",X
"Ridge, W. Pett (William Pett), 1859-1930",X
"Woolf, Virginia, 1882-1941",X
"Taggart, Marion Ames, 1866-1945",X
"Panshin, Alexei, 1940-",X
"Dawson, Coningsby, 1883-1959",X
"Howells, William Dean, 1837-1920",X
"Führer, Ch. (Charlotte), 1834-1907",X
"Sinclair, Upton, 1878-1968",X
